,Title,overview,popularity,release_date,runtime,vote_average
2152,To Be or Not to Be,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",7.274948,1942-03-05,99.0,7.7
2153,To Be or Not to Be,"A bad Polish actor is just trying to make a living when Poland is invaded by the Germans in World War II. His wife has the habit of entertaining young polish officers while he's on stage, which is also a source of depression to him. When one of her officers comes back on a Secret Mission, the actor takes charge and comes up with a plan for them to escape. remake of Ernst Lubitsch's 1942 black comedy with the same name.",8.378174,1983-12-16,107.0,7.0
2154,To Catch a Thief,A delightful Hitchcock film about an ex-burglar who must catch a thief who’s been copying this style before he gets accused of the wrong crimes. His time is running out as the police are close behind him yet he finds time for a little romance of course. A classic masterpiece starring Grace Kelly and Cary Grant.,5.490505,1955-08-03,106.0,7.1
2155,To Die For,"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role.",10.448481,1995-05-20,106.0,6.7
2156,To End All Wars,"Based on a real-life story, this drama focuses on a small group of Allied soldiers in Burma who are held captive by the Japanese. Capt. Ernest Gordon (Ciaran McMenamin), Lt. Jim Reardon (Kiefer Sutherland) and Maj. Ian Campbell (Robert Carlyle) are among the military officers kept imprisoned and routinely beaten and deprived of food. While Campbell wants to rebel and attempt an escape, Gordon tries to take a more stoic approach, an attitude that proves to be surprisingly resonant.",3.847676,2001-09-02,108.0,6.7
2157,To Kill a Mockingbird,"In a small Alabama town in the 1930s, scrupulously honest and highly respected lawyer, Atticus Finch puts his career on the line when he agrees to represent Tom Robinson, a black man accused of rape. The trial and the events surrounding it are seen through the eyes of Finch's six-year-old daughter, Scout. While Robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: Scout's ever-strengthening bond with older brother, Jem, her friendship with precocious young Dill Harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially Scout's reactions to, and relationship with, Boo Radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot.",14.284787,1962-12-25,129.0,7.9
2158,To Kill a Priest,A young priest speaks out against the Communist regime in Poland and is killed for it.,0.239498,1988-01-01,117.0,6.7
2159,Tom Horn,A renowned former army scout is hired by ranchers to hunt down rustlers but finds himself on trial for the murder of a boy when he carries out his job too well. Tom Horn finds that the simple skills he knows are of no help in dealing with the ambitions of ranchers and corrupt officials as progress marches over him and the old west.,1.95931,1980-03-28,94.0,6.9
2160,Tom and Jerry: Shiver Me Whiskers,"Dueling cat-and-mouse team Tom and Jerry hit the high seas on a hunt for buried treasure in this pirate adventure. The tale begins when crew member Tom sets sail with an infamous pirate and finds a treasure map along with stowaway Jerry. The furry swashbucklers race to a deserted island where X marks the spot, but along with battling each other, they must outwit ruthless buccaneers, angry monkeys and a giant octopus to strike it rich.",2.933224,2006-08-21,74.0,6.1
2161,Tomboy,"A budding female race-car driver finally meets her racing idol and unbelievably they fall in love...a love that's quickly put to the test when, having received the chance to show her racing talents, the two find themselves in a race for a multi-million dollar sponsorship contract.",7.313067,1985-11-14,91.0,5.3
2162,Tomorrow Never Dies,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,17.159576,1997-12-11,119.0,6.0
2163,"Tomorrow, When the War Began","Ellie Linton, a teen from an Australian coastal town, leads her friends on an excursion to a camp deep in the woods, dubbed ""Hell."" Upon their return, the youths find that their town has been overrun by an enemy army, and their friends and family have been imprisoned. When the hostile invaders become alerted to their presence, Ellie and her friends band together to escape -- and strike back against -- this mysterious enemy.",4.983475,2010-08-08,103.0,6.2
2164,Toomorrow,"A group of students pay their way through school by forming a pop band called Toomorrow. Sonic vibrations from a special instrument called a ‘tonaliser’ cause an extraterrestrial to abduct the group, and have them entertain the Alphoid population.",1.418274,1970-08-27,95.0,0.0
2165,Top of the Food Chain,"An isolated Canadian town (populated by the weirdest group of people this side of Saturn) has seen its share of problems. First the nut factory closed, then the CATV antenna stopped broadcasting, and now something is gruesomely devouring the townsfolk! Can visiting atomic scientist (and expert on ""cool fusion"") Dr. Karel Lamonte solve the mystery before everyone disappears?",0.820675,1999-09-11,99.0,5.8
2166,Topaz,"A French intelligence agent becomes embroiled in the Cold War politics first with uncovering the events leading up to the 1962 Cuban Missle Crisis, and then back to France to break up an international Russian spy ring.",5.757907,1969-12-18,143.0,6.1
2167,Torch Song Trilogy,"A very personal story that is both funny and poignant, TORCH SONG TRILOGY chronicles a New Yorker's search for love, respect and tradition in a world that seems not especially made for him.",1.14619,1988-01-01,120.0,7.0
2168,Torn Curtain,An American scientist publicly defects to East Germany as part of a cloak and dagger mission to find the solution for a formula resin and then figuring out a plan to escape back to the West.,6.243248,1966-07-13,128.0,6.4
2169,Total Recall,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.",12.954444,1990-06-01,113.0,7.1
2170,Total Recall,"Welcome to Rekall, the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid, even though he's got a beautiful wife who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man. Finding himself on the run from the police - controlled by Chancellor Cohaagen, the leader of the free world - Quaid teams up with a rebel fighter to find the head of the underground resistance and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity, his true love, and his true fate.",16.42635,2012-08-02,121.0,5.8
2171,Totally Blonde,No overview found.,0.696229,2001-01-01,94.0,4.3
2172,Touch of Evil,"Stark, perverse story of murder, kidnapping, and police corruption in Mexican border town.",9.665347,1958-04-23,95.0,7.6
2173,Tough and Deadly,A private eye helps an amnesiac CIA agent elude mobsters who don't want him to regain his memory of their drug operation.,0.426887,1995-02-14,92.0,6.3
2174,Traces of Red,"Jack, a Palm Beach detective, becomes involved in a case of multiple murders. All the women can be linked to Jack in some way. Jack and his partner have no leads, but numerous suspects. The murders continue, along with anonymous letters from the killer.",0.575656,1992-11-13,105.0,7.3
2175,Trading Places,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,14.285052,1983-06-07,116.0,7.1
2176,Traffic,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",8.338222,2000-12-27,147.0,6.9
2177,Training Day,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",13.664622,2001-10-05,122.0,7.3
2178,Trainspotting,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",19.348466,1996-02-23,93.0,7.8
2179,Trancers,"Angel City trooper Jack Deth is sent back in time from 2247 to 1985 L.A. to inhabit the body of his ancestor. Deth's assignment is to find his archenemy, Whistler, who turns people into zombies, before the fiend is able to kill all the ancestors of the future's governing council.",6.272745,1984-11-07,77.0,6.3
2180,Transamerica,Bree is about to get a sex change operation that will finally allow her to actually be what she’s already been in her mind for a long time: a transitioned woman. Yet before this happens she suddenly runs into her son who ends up coming for the trip across the United States.,7.398205,2005-12-23,103.0,6.9
2181,Transformers,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.",5.587707,2007-06-27,144.0,6.6
2182,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",4.351756,2009-06-19,150.0,6.0
2183,Trapped in the Closet: Chapters 1-12,"R. Kelly wakes up in a married woman’s bed, and the husband is on his way home, and they get caught, but the husband has secrets of his own, and it all kind of explodes from there, with more characters being introduced, and everyone is sleeping with everyone, and there are a billion secrets and twists and cliffhangers, and also it’s a musical where R. Kelly voices every character.",0.843314,2005-11-01,43.0,6.8
2184,Treasure Island,"Enchanted by the idea of locating treasure buried by Captain Flint, Squire Trelawney, Dr. Livesey and Jim Hawkins charter a sailing voyage to a Caribbean island. Unfortunately, a large number of Flint's old pirate crew are aboard the ship, including Long John Silver.",2.67963,1950-07-18,96.0,6.9
2185,Treasure Island,"Young Jim Hawkins, while running the Benbow Inn with his mother, meets Captain Billy Bones, who dies at the inn while it is beseiged by buccaneers led by Blind Pew. Jim and his mother fight off the attackers and discover Billy Bones' treasure map for which the buccaneers had come. Jim agrees to sail on the S.S. Espaniola with Squire Trelawney and Dr. Livesey to find the treasure on a mysterious isiand. Upon arriving at the island, ship's cook and scaliwag Long John Silver leads a mutiny of crew members who want the treasure for themselves. Jim helps the Squire and Espaniola officers to survive the mutiny and fight back against Silver's men, who have taken over the Espaniola.",3.301143,1990-06-08,131.0,5.6
2186,Treasure Island,"In this early film adaptation of the classic novel by Robert Louis Stevenson, young Jim Hawkins is caught up with the pirate Long John Silver in search of buccaneer Captain Flint's buried treasure.",0.987212,1934-08-17,103.0,6.6
2187,Treasure Island,Treasure Island is a two-part British television miniseries adaptation of the novel Treasure Island by Robert Louis Stevenson. It was made by BSkyB and first shown in the United Kingdom on Sky1 on 1–2 January 2012. The screenplay was by Stewart Harcourt and it was produced by Laurie Borg and directed by Steve Barron.,2.044566,2012-01-01,180.0,5.8
2188,Treasure Island,"Young Jim Hawkins finds himself serving with pirate captain Long John Silver in search of a buccaneer's treasure, in this short adaptation of Robert Louis Stevenson's classic tale.",1.671169,1972-10-01,94.0,5.5
2189,Treasure Island,"Young Jim Hawkins and peg-legged Long John Silver set sail for adventure in Robert Louis Stevenson's classic tale of dastardly pirates, swashbuckling heroes, buried treasure and a young boy's amazing courage. The narrative diverges from that of the novel in that Captain Smollett convinces Squire Trelawney and Doctor Livesey to cut Jim out of his rightful share of the treasure and so Jim then teams up with Silver.",1.240835,1999-01-01,94.0,5.0
2190,Trick,"The misadventures of two young gay men, trying to find a place to be alone, one night in Manhattan. Gabriel, an aspiring writer of Broadway musicals, meets Mark, a muscled stripper, who picks him up on the subway. They spend the night trying to find somewhere to be alone... forced to contend with Gabriel's selfish roommate, his irritating best friend, and a vicious, jealous drag queen in a gay dance club. The sun rises on a promising new relationship. Trick is a 1999 American independent gay-themed romantic comedy directed by Jim Fall. Trick appeared at the Sundance and Berlin film festivals in 1999. Filming was completed in less than three weeks in August 1998.",2.493289,1999-07-23,89.0,6.7
2191,Triple Cross,A safecracker turns double agent during WWII.,10.188296,1966-12-09,140.0,5.5
2192,Tron,"As Kevin Flynn searches for proof that he invented a hit video game, he is ""digitalized"" by a laser and finds himself inside The Grid, where programs suffer under the tyrannical rule of the Master Control Program. With the help of TRON, a security program, Flynn seeks to free The Grid from the MCP.",16.574021,1982-07-09,96.0,6.6
2193,Trouble in Mind,"The lives of an ex-con, a coffee-shop owner, and a young couple looking to make it rich intersect in the fictional and hypnotic Rain City.",4.252324,1985-01-01,111.0,6.8
2194,Trouble in Paradise,"Trouble in Paradise is one of the most important films of Actor, Producer, and Director Ernst Lubitisch, and his personal favorite of all the films he’s made. A story of two thieves who fall in love and begin doing jobs together under the employment of a beautiful woman who stirs up the relationship.",3.351442,1932-10-21,83.0,7.3
2195,True Romance,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",17.189328,1993-09-09,120.0,7.5
2196,Tuesdays with Morrie,Mitch became caught up with his career as a sport commentator and journalist. He ignored his girlfriend and did not make time to do things in life that are of the most value to a human being. Morrie was one of Mitch's professors in college and a famous scholar. One day Mitch was watching television and saw Morrie giving an interview stating that he is dying of Lou Gehrig disease or ALS.,1.739258,1999-12-05,89.0,6.0
2197,Tueur à gages,"A young man gets into an accident and now owes people money. He lives in present day Almaty, Kazakhstan, where jobs are scarce. So he turns to dubious characters for help which leads him deeper and deeper into trouble.",0.105725,1998-01-01,80.0,2.5
2198,Turner & Hooch,"Scott Turner has 3 days left in the local police department before he moves to a bigger city to get some ""real"" cases, not just misdemeanors. Then Amos Reed is murdered, and Scott Turner sets himself on the case. The closest thing to a witness in the case is Amos Reed's dog, Hooch, which Scott Turner has to take care of if it's going to avoid being ""put to sleep"".",12.372038,1989-07-28,100.0,5.9
2199,Twelve Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",12.297305,1995-12-29,129.0,7.4
2200,Twilight,A retired ex-cop and private detective gets mixed up in murder when he is asked to deliver blackmail money and walks into a 20 year old case involving the mysterious disappearance of an actress' former husband.,9.468224,1998-03-06,94.0,6.1
2201,Twilight,"When Bella Swan moves to a small town in the Pacific Northwest to live with her father, she starts school and meets the reclusive Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't help but fall in love with him, a fatal move that endangers her own life when a coven of bloodsuckers try to challenge the Cullen clan.",31.282029,2008-11-20,122.0,5.8
2202,Twin Peaks: Fire Walk with Me,"In the questionable town of Deer Meadow, Washington, FBI Agent Desmond inexplicably disappears while hunting for the man who murdered a teen girl. The killer is never apprehended, and, after experiencing dark visions and supernatural encounters, Agent Dale Cooper chillingly predicts that the culprit will claim another life. Meanwhile, in the more cozy town of Twin Peaks, hedonistic beauty Laura Palmer hangs with lowlifes and seems destined for a grisly fate.",8.736538,1992-06-03,134.0,7.3
2203,Twister,"TV weatherman Bill Harding is trying to get his tornado-hunter wife, Jo, to sign divorce papers so he can marry his girlfriend Melissa. But Mother Nature, in the form of a series of intense storms sweeping across Oklahoma, has other plans. Soon the three have joined the team of stormchasers as they attempt to insert a revolutionary measuring device into the very heart of several extremely violent tornados.",8.739144,1996-05-10,113.0,6.1
2204,Twister,"An oddball family on a Kansas farm are trapped in their farmhouse by an impending storm. The patriarch of the clan is a retired soda pop tycoon. He is currently dating a children's TV evangelist. Also living at the farm is his layabout daughter and her precocious 8 year old daughter, his would-be artist son, the son's fiancée, and the black maid. Also thrown into the mix is the daughter's ex-husband, a ne-er-do-well who is seeking to get back in his ex-wife's good graces.",0.720198,1989-06-01,93.0,5.0
2205,Two Girls and a Guy,"Two women confront their boyfriend, a two-timing actor who professed eternal love to each.",4.967667,1997-09-07,84.0,5.4
2206,Two Men Went To War,"Comedy drama based on the true story of two British Army dentists who in 1942, eager to see action, go AWOL and invade occupied France on their own.",0.196537,2002-01-01,109.0,4.8
2207,Two Moon Junction,"A young Southern débutante temporarily abandons her posh lifestyle and upcoming, semi-arranged marriage to have a lustful and erotic fling with a rugged drifter who works at a local carnival.",2.262915,1988-04-29,104.0,5.0
2208,Two Weeks Notice,"Dedicated environmental lawyer Lucy Kelson goes to work for billionaire George Wade as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George.",7.738531,2002-12-19,101.0,5.9
2209,Two-Minute Warning,"A psychotic sniper plans a massive killing spree in a Los Angeles football stadium during a major championship game. The police, led by Captain Peter Holly (Charlton Heston) and SWAT commander Sergeant Button (John Cassavetes), learn of the plot and rush to the scene. Still, they may be too late, as an all-star cast finds itself lined up in the sights of a gun-toting madman.",1.712445,1976-11-12,115.0,6.3
2210,U-571,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.",7.879924,2000-04-20,116.0,6.1
2211,Uncle Buck,"As an idle, good-natured bachelor, Uncle Buck is the last person you would think of to watch the kids. However, during a family crisis, he is suddenly left in charge of his nephew and nieces. Unaccustomed to suburban life, fun-loving Uncle Buck soon charms his younger relatives Miles and Maizy with his hefty cooking and his new way of doing the laundry. His carefree style does not impress everyone though - especially his rebellious teenage niece, Tia, and his impatient girlfriend, Chanice. With a little bit of luck and a lot of love, Uncle Buck manages to surprise everyone in this heartwarming family comedy.",8.13754,1989-08-16,100.0,6.6
2212,Under Capricorn,"In 1831, Irishman Charles Adare travels to Australia to start a new life with the help of his cousin who has just been appointed governor. When he arrives he meets powerful landowner and ex-convict Sam Flusky, who wants to do a business deal with him. Whilst attending a dinner party at Flusky's house, Charles meets Flusky's wife Henrietta who he had known as a child back in Ireland. Henrietta is an alcoholic and seems to be on the verge of madness.",2.972892,1949-09-08,108.0,6.1
2213,Under Siege 2: Dark Territory,"A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback.",7.490247,1995-07-13,100.0,5.6
2214,Under Suspicion,"A lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder. ""This will only take ten minutes"", they say, but it turns out to be one loose end after another, and the ten minutes he is away from his speech become longer and longer.",11.839267,2000-09-24,110.0,6.4
2215,Under Suspicion,"In the late 1950s, British police officer Tony Aaron resigns from the force after sleeping with Hazel, wife of the man whose house he was supposed to guard. In his new job as a fake private investigator, he helps couples get divorces by photographing Hazel having ""affairs"" with the husband. When she is murdered during a job, Tony begins having an affair with the dead man's mistress, Angeline, while trying to prove his innocence.",2.774589,1991-09-27,99.0,6.1
2216,Underground,"Underground is a 1976 documentary film about the Weathermen, founded as a militant faction of the Students for a Democratic Society (SDS), who fought to overthrow the U.S. government during the 1960s and 1970s. The film consists of interviews with members of the group after they went underground and footage of the anti-war and civil rights protests of the time. It was directed by Emile de Antonio, Haskell Wexler and Mary Lampson, later subpoenaed by the Federal Bureau of Investigation in an attempt to confiscate the film footage in order to gain information that would help them arrest the Weathermen. (Wikipedia)",1.8e-05,1976-05-09,87.0,0.0
2217,Underground,"A working-class love story set in and around the London Underground of the 1920s. Two men - gentle Bill and brash Bert - meet and are attracted to the same woman on the same day at the same Underground station. But the lady chooses Bill, and Bert isn't the type to take rejection lightly...",0.076335,1928-07-01,84.0,5.0
2218,Underworld,"A crook sets out to get revenge on the thugs who hurt his father in this bloody noir-style crime drama. After being released from prison, Johnny Crown (Denis Leary) goes after Frank (Joe Mantegna), one of the mobsters involved in a series of Father's Day killings. But Johnny isn't certain Frank is responsible for his father's injuries and seeks help from a sex therapist (Annabella Sciorra) to make sure he's got the right man.",0.005555,1996-06-01,95.0,6.0
2219,Underworld,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",20.624333,2003-09-19,121.0,6.6
2220,Underworld: Evolution,"As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.",12.496805,2006-01-12,106.0,6.4
2221,Unforgettable,"Ray Liotta stars as a medical examiner who has been acquitted for his wife's murder but many still question his innocence. Obsessed with finding his wife's killer, a possible solution presents itself in an experimental serum designed by a neurobiology Linda Fiorentino which has the ability to transfer memories from one person to another, but not without consequences. Liotta driven to solve the case injects himself with the serum, bringing him closer and closer to finding her killer but bringing him closer to death.",2.464425,1996-02-23,106.0,5.3
2222,Unforgettable,"Julia moves in with her fiancé, David, but his ex-wife and her own haunting past join forces to rock her quiet suburban existence.",10.159713,2017-04-20,100.0,5.7
2223,Union Station,"Police catch a break when suspected kidnappers are spotted on a train heading towards Union Station. Police, train station security and a witness try to piece together the crime and get back the blind daughter of a rich business man.",1.497464,1950-10-04,81.0,6.0
2224,Up!,"Up! is a 1976 soft core sex comedy film directed by American filmmaker Russ Meyer. The plot centers around a bizarre murder mystery involving the death of former Nazi Adolf Schwartz, a caricature of Adolf Hitler, who was living in hiding in a Bavarian style castle in Northern California.Kitten Natividad plays the ""Greek Chorus"", who appears nude between scenes throughout the film to provide narration, plot details, and updates.",2.342003,1976-10-01,80.0,5.6
2225,Valkyrie,"Wounded in Africa during World War II, Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the Führer.",8.635464,2008-12-25,121.0,6.7
2226,Valley of Flowers,"A Himalayan legend of a love struggling against the inevitability of death, an astonishing tale spanning from the early 19th century mountain existence, to hectic, bustling modern day Tokyo.",0.307463,2006-07-15,120.0,7.4
2227,Valley of the Dolls,Film version of Jacqueline Susann's best-selling novel chronicling the rise and fall of three young ladies in show business.,2.474398,1967-12-27,123.0,6.7
2228,Vampire's Kiss,"A publishing executive is visited and bitten by a vampire and starts exhibiting erratic behavior. He pushes his secretary to extremes as he tries to come to terms with his affliction. The vampire continues to visit and drink his blood, and as his madness deepens, it begins to look as if some of the events he's experiencing may be hallucinations.",3.265426,1988-09-17,103.0,6.0
2229,Van Helsing,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,12.643312,2004-05-05,132.0,6.0
2230,Vanilla Sky,"David Aames (Tom Cruise) has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia (Penelope Cruz), his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.",10.071057,2001-12-10,136.0,6.5
2231,Vatel,"In 1671, with war brewing with Holland, a penniless prince invites Louis XIV to three days of festivities at a chateau in Chantilly. The prince wants a commission as a general, so the extravagances are to impress the king. In charge of all is the steward, Vatel, a man of honor, talent, and low birth. The prince is craven in his longing for stature: no task is too menial or dishonorable for him to give Vatel. While Vatel tries to sustain dignity, he finds himself attracted to Anne de Montausier, the king's newest mistress. In Vatel, she finds someone who's authentic, living out his principles within the casual cruelties of court politics. Can the two of them escape unscathed?",2.516301,2000-05-01,125.0,6.0
2232,Venom,"International terrorists attempt to kidnap a wealthy couples child. Their plan comes unstuck when a deadly Black Mamba, sent by mistake instead of a harmless snake, escapes and the terrorists and several hostages are trapped in the boy's London home.",3.049914,1981-11-28,93.0,7.0
2233,Venom,"Venom is a fright-filled voodoo thriller loaded with a sizzling cast of the screen's hottest young stars. Set deep in the eerie swamps of southern Louisiana - Agnes Bruckner (Murder By Numbers), Jonathan Jackson (Tuck Everlasting) and Meagan Good (Roll Bounce) are among a group of teenagers trying to uncover the truth behind a friend's mysterious death. What they find is an evil force more deadly than anyone could have imagined ... now they are running for their lives!",4.871297,2005-09-16,85.0,4.7
2234,Verlengd Weekend,"Businessman Christian Vandenheuvel planned to spend the long weekend with his young mistress, Lisa. Instead, they're take hostage by Jos Diels and Nick, two of the 46 laborers who lost their job recently when Christian had his family film bankrupted. Each victim fails to escape, even the fire alarm doesn't get them freed. After Jos realizes the mistress is his only daughter, and Nick falls in love with Lisa, the masked men's mood evolves as they progress to truth time, when the police arrives.",0.08521,2005-10-12,93.0,5.0
2235,Vertigo,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",18.20822,1958-05-09,128.0,8.0
2236,Very Annie Mary,"Set in the fictional village of ""Ogw"" in the valleys of south-east Wales. After her father Jack suffers a stroke Annie Mary Pugh is forced to take care of him but uses the circumstances to emancipate herself and find the courage to sing once again.",0.474556,2001-05-25,104.0,6.5
2237,Vice Squad,An unlikely Hollywood hooker helps a detective set a trap for a mutilator pimp.,0.870174,1982-01-22,97.0,6.0
2238,Vice Squad,"A Los Angeles police captain (Edward G. Robinson) ties the case of a slain policeman to a bank robbery, all in a day.",0.488169,1953-07-31,87.0,6.3
2239,Vice Versa,"A mysterious oriental skull transforms a father into his son, and vice versa.",9.39207,1988-02-25,98.0,5.6
2240,Vicky Cristina Barcelona,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",9.648539,2008-08-15,96.0,6.7
2241,Videodrome,A sleazy cable-TV programmer begins to see his life and the future of media spin out of control in a very unusual fashion when he acquires a new kind of programming for his station.,7.945039,1983-02-04,87.0,7.1
2242,Virtual Sexuality,Desperate to find her perfect man Justine goes to a technology fair with her nerdy classmate Chas. It's not really her thing but is eventually persuaded to try a virtual reality makeover machine and discovers that she can create her perfect man even if it is only an electronic facsimile. The power surge from a freakish accident causes a part of her psyche to be copied into her virtual perfect man.,0.451689,1999-07-02,92.0,5.6
2243,Visions of Europe,Twenty-five films from twenty-five European countries by twenty-five European directors.,0.958683,2004-05-01,140.0,3.7
2244,Viva Las Vegas,"Lucky Jackson arrives in town with his car literally in tow ready for the first Las Vegas Grand Prix - once he has the money to buy an engine. He gets the cash easily enough but mislays it when the pretty swimming pool manageress takes his mind off things. It seems he will lose both race and girl, problems made more difficult by rivalry from Elmo Mancini, fellow racer and womaniser",6.363489,1964-05-20,85.0,5.7
2245,Viva Zapata!,"The story of Mexican revolutionary Emiliano Zapata, who led a rebellion against the corrupt, oppressive dictatorship of president Porfirio Diaz in the early 20th century.",5.983838,1952-02-07,113.0,6.6
2246,Voksne mennesker,A young man spurs romance and helps his friend and himself go through the struggles of their ordinary life in Denmark.,2.571665,2005-05-13,100.0,6.4
2247,Voyage to the Bottom of the Sea,The crew of an atomic submarine battle to save the world from global destruction.,3.013584,1961-07-12,105.0,5.4
2248,Wag the Dog,"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.",7.603652,1997-12-25,97.0,6.7
2249,Waiting for Armageddon,"America's 50-million strong Evangelical community is convinced that the world's future is foretold in Biblical prophecy - from the Rapture to the Battle of Armageddon. This astonishing documentary explores their world - in their homes, at conferences, and on a wide-ranging tour of Israel. By interweaving Christian, Zionist, Jewish and critical perspectives along with telling archival materials, the filmmakers probe the politically powerful - and potentially explosive - alliance between Evangelical Christians and Israel...an alliance that may set the stage for what one prominent Evangelical leader calls ""World War III.""",0.156913,2009-01-01,74.0,8.0
2250,Walk the Line,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.",11.476443,2005-09-13,136.0,7.3
2251,Wanda Sykes: Sick and Tired,"Wanda Sykes has been called ""one of the funniest stand up comics"" by her peers and ranks among Entertainment Weekly's 25 Funniest People in America. She won an Emmy in 2003 for her work on Inside the NFL and was showcased for 5 years on HBO's The Chis Rock Show and Curb Your Enthusiasm. Now catch her hilarious stand up skills in this side-splitting program where she serves up comic truth and turns common sense into thought-provoking humor.",0.005247,2006-10-14,70.0,0.0
2252,War of the Worlds,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",19.929377,2005-06-28,116.0,6.2
